,hasTarget,hasAgonistAntagonist,hasSmiles,Target,targetName
13,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Blocker,Cl.CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
14,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Substrate,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
15,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Substrate,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
16,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
17,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
18,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Antagonist,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
19,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Antagonist,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
20,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Stimulator,Cl.OCCN1CCN(CCCN2C3=CC(=CC=C3SC3=C2C=CC=C3)C(F)(F)F)CC1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
21,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Stimulator,Cl.OCCN1CCN(CCCN2C3=CC(=CC=C3SC3=C2C=CC=C3)C(F)(F)F)CC1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
22,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Stimulator,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
23,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Stimulator,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
24,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
25,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
26,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
27,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
28,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
29,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
30,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
31,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
32,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
33,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
34,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Inhibitor,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
35,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Inhibitor,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
36,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.[H][C@@]12CC3=CC=C(O)C(O)=C3C3=C1C(CCN2C)=CC=C3,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
37,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.[H][C@@]12CC3=CC=C(O)C(O)=C3C3=C1C(CCN2C)=CC=C3,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
38,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
39,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
40,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
41,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
42,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
43,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
44,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Inhibitor,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
45,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Inhibitor,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
46,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
47,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
48,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
49,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
50,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Blocker,Cl.CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
51,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Blocker,Cl.CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
52,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
53,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
54,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Blocker,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
55,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Blocker,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
56,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
57,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
58,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
59,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
60,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
61,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
62,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
63,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
64,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
65,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
66,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Inhibitor,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
67,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Inhibitor,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
68,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
69,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
70,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Blocker,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
71,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Blocker,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
72,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Antagonist,CCCCCCC(=O)OCCN1CCN(CCCN2C3=CC(=CC=C3SC3=C2C=CC=C3)C(F)(F)F)CC1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
73,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Antagonist,CCCCCCC(=O)OCCN1CCN(CCCN2C3=CC(=CC=C3SC3=C2C=CC=C3)C(F)(F)F)CC1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
74,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
75,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
76,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
77,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
78,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
79,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,ClC1=CC=CC(N2CCN(CCCCOC3=CC=C4CCC(=O)NC4=C3)CC2)=C1Cl,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
80,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
81,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.CCCN(CCC)CCC1=CC=CC2=C1CC(=O)N2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
82,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Blocker,Cl.CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
83,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Blocker,Cl.CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
84,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Antagonist,CCCCCCC(=O)OCCN1CCN(CCCN2C3=CC(=CC=C3SC3=C2C=CC=C3)C(F)(F)F)CC1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
85,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Antagonist,CCCCCCC(=O)OCCN1CCN(CCCN2C3=CC(=CC=C3SC3=C2C=CC=C3)C(F)(F)F)CC1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
86,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
87,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
88,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Antagonist,Cl.CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
89,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Antagonist,Cl.CN(C)CCCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
90,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
91,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
92,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
93,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
94,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Blocker,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
95,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Blocker,CN1CCN(CC1)C1=NC2=C(NC3=C1C=CC=C3)C=CC(Cl)=C2,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
96,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/uPUdbmJQY-_,D4 Dopamine Receptor
97,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,Agonist,Cl.NCCC1=CC=C(O)C(O)=C1,https://data.elsevier.com/lifescience/taxonomy/ppplus/target/UK-h-pVhy7G,D4 Dopamine Receptor
